Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
869p,I Solisti di Vienna,I Solisti di Vienna,1,Performer,179,7,0.324979,0.362129,6.590782,0.068981
870p,I solisti di Zagabria,I solisti di Zagabria,2,Performer,179,8,0.282044,0.303416,0,0.019056
871p,I solisti veneti,I solisti veneti,1,Performer,179,8,0.238991,0.253009,0,0.001338
872p,i Tre Menestrelli,i Tre Menestrelli,12,Performer,125,1,1,1,0,0.000474
873p,I virtuosi di Roma,I virtuosi di Roma,4,Performer,179,7,0.308577,0.34064,18.683867,0.040392
874p,Ida Haendel,Ida Haendel,2,Performer,179,7,0.318287,0.345338,0,0.05121
875p,Ida Presti,Ida Presti,1,Performer,112,1,1,1,0,0.000222
876p,Ida Tizzani,Ida Tizzani,2,Performer,179,7,0.320186,0.353112,3.090047,0.071507
877p,Iginio Ricco,Iginio Ricco,4,Performer,145,7,0.289048,0.307882,0,0.011011
878p,Ilse Wallenstein,Ilse Wallenstein,1,Performer,47,8,0.234267,0.24803,0,0.001979
879p,Ilya Lopez,Ilya Lopez,1,Performer,92,8,0.215842,0.22493,0,0.001119
881p,Irene Bassi Ferrari,Irene Bassi Ferrari,6,Performer,51,8,0.314556,0.348463,1874.046186,0.073391
880p,Irene Comparez,Irene Comparez,16,Performer,179,7,0.316773,0.357635,1363.317332,0.095028
883p,Ireneo Fuser,Ireneo Fuser,1,Performer,179,8,0.3007,0.33319,0,0.040728
884p,Irma Bozzi Lucca,Irma Bozzi Lucca,13,Performer,179,7,0.361257,0.404525,3342.987768,0.236366
885p,Irmgard Seefried,Irmgard Seefried,1,Performer,179,7,0.314709,0.346873,0.845625,0.066003
886p,Isaac Stern,Isaac Stern,5,Performer,179,7,0.332931,0.370469,83.599637,0.087014
887p,Isabella Del Bianco,Isabella Del Bianco,44,Performer,273,7,0.258704,0.269329,0,0.003566
888p,Isacco Rinaldi,Isacco Rinaldi,1,Performer,179,7,0.303154,0.329154,0,0.036763
889p,Iside Minelli,Iside Minelli,1,Performer,233,8,0.262144,0.279922,0,0.005054
890p,Isidor Lateiner,Isidor Lateiner,2,Performer,179,7,0.302158,0.327213,0,0.027164
891p,Istvan Kertesz,Istvan Kertesz,6,Performer,179,7,0.321785,0.360236,71.250737,0.087344
892p,Ivan Sardi,Ivan Sardi,2,Performer,179,7,0.312167,0.342325,355.959945,0.047725
893p,Ivo Vinco,Ivo Vinco,34,Performer,179,7,0.306667,0.337886,290.427233,0.049434
894p,J. Gerard,J. Gerard,2,Performer,113,0,0,0,0,0
895p,Jacques Chapuls,Jacques Chapuls,1,Performer,114,0,0,0,0,0
896p,Jacques Hess,Jacques Hess,2,Performer,34,1,1,1,0.2,0.001802
897p,Jacques Loussier,Jacques Loussier,7,Performer,273,7,0.249001,0.257299,0,0.001801
898p,Jacques Peltzer,Jacques Peltzer,4,Performer,92,7,0.265896,0.280086,1939.930825,0.008633
899p,Jak Guerrini,Jak Guerrini,1,Performer,247,9,0.186938,0.195562,0,0.000852
900p,James Loomis,James Loomis,1,Performer,242,1,1,1,0,0.000222
901p,Jampolsky Volf Efimovich,Jampolsky Volf Efimovich,1,Performer,179,7,0.311111,0.337997,0,0.043609
902p,Jan Johansson,Jan Johansson,1,Performer,264,4,0.430769,0.52381,0,0.001797
903p,Jan Krenz,Jan Krenz,2,Performer,179,7,0.291183,0.316198,0,0.023676
904p,Jane Russell,Jane Russell,3,Performer,92,8,0.232156,0.240996,0,0.002345
905p,Janine Andrade,Janine Andrade,1,Performer,179,8,0.25671,0.272999,0,0.002859
906p,Janine Dacosta,Janine Dacosta,1,Performer,179,8,0.280041,0.30178,10.505239,0.011693
907p,Jascha Orenstein,Jascha Orenstein,2,Performer,179,7,0.311211,0.342776,0,0.049328
908p,Jay Riley,Jay Riley,11,Performer,115,1,1,1,0,0.001078
909p,Jean Jacques Grunenwald,Jean Jacques Grunenwald,1,Performer,179,8,0.274432,0.294643,0.166667,0.012207
910p,Jean Martinon,Jean Martinon,1,Performer,179,7,0.313331,0.346966,41.569563,0.054576
911p,Jean Nicaud,Jean Nicaud,2,Performer,140,1,1,1,0,0.000222
912p,Jeanne Hericard,Jeanne Hericard,1,Performer,179,8,0.286095,0.303583,0,0.015502
913p,Jenny Astruc,Jenny Astruc,59,Performer,276,1,1,1,0,0.000222
914p,Jenny Luna,Jenny Luna,1,Performer,92,7,0.251268,0.26274,0,0.005303
916p,Jim Hall,Jim Hall,3,Performer,126,3,0.5,0.611111,0.666667,0.001558
917p,Jim Reider,Jim Reider,2,Performer,126,2,0.625,0.7,0.2,0.002041
918p,Jimmy Fontana,Jimmy Fontana,4,Performer,92,7,0.26513,0.279474,663.520581,0.007994
919p,Jimmy Garrison,Jimmy Garrison,2,Performer,264,5,0.325581,0.405952,0,0.000868
920p,Jimmy Giuffre,Jimmy Giuffre,2,Performer,126,3,0.46875,0.544444,0,0.001036
921p,Jimmy Pratt,Jimmy Pratt,4,Performer,92,7,0.263,0.278045,15128.143957,0.006933
922p,Jimmy Rushing,Jimmy Rushing,2,Performer,264,4,0.358974,0.416667,0,0.000642
923p,Jimmy Witherspoon,Jimmy Witherspoon,2,Performer,264,5,0.294737,0.408333,0,0.001563
924p,Jo Fedeli,Jo Fedeli,1,Performer,92,7,0.260799,0.274252,8.065017,0.00666
925p,Joachin Achucarro,Joachin Achucarro,1,Performer,179,7,0.299535,0.323064,0.834402,0.034387
926p,Joan Holley,Joan Holley,1,Performer,179,7,0.297414,0.323176,0,0.031679
927p,Joan Sutherland,Joan Sutherland,27,Performer,179,7,0.310411,0.344141,891.922529,0.064311
928p,Joaquin Achucarro,Joaquin Achucarro,1,Performer,179,8,0.306472,0.34098,227.141308,0.050568
929p,Joe Sentieri,Joe Sentieri,21,Performer,92,8,0.232968,0.246523,348.019796,0.004388
930p,Joe Turner,Joe Turner,2,Performer,264,3,0.424242,0.488095,0,0.001261
931p,Joe Williams,Joe Williams,2,Performer,116,1,1,1,0,0.000222
932p,Joerge Demus,Joerge Demus,3,Performer,117,2,0.666667,0.75,0,0.000473
933p,Johanna Martzy,Johanna Martzy,1,Performer,118,0,0,0,0,0
934p,John Allen,John Allen,1,Performer,51,9,0.206146,0.213967,0,0.000367
935p,John Barbirolli,John Barbirolli,2,Performer,179,7,0.298701,0.327223,0,0.025043
936p,John Coltrane,John Coltrane,3,Performer,264,4,0.459016,0.595238,76.5,0.002784
937p,John Gilpin,John Gilpin,5,Performer,179,7,0.319233,0.347668,34.529658,0.055637
938p,John Modenos,John Modenos,3,Performer,51,8,0.2749,0.296478,0,0.009117
939p,Johnny Borruto,Johnny Borruto,4,Performer,119,0,0,0,0,0
940p,Johnny Dorelli,Johnny Dorelli,6,Performer,290,7,0.258254,0.271829,5356.055521,0.005617
941p,Johnny Mangano,Johnny Mangano,1,Performer,22,1,1,1,0,0.001078
942p,Johnny Ore,Johnny Ore,2,Performer,34,1,1,1,0.2,0.001802
943p,Johnny Ray,Johnny Ray,2,Performer,261,1,1,1,0,0.000222
944p,Jolanda Mancini,Jolanda Mancini,1,Performer,179,8,0.297094,0.326306,0,0.028079
945p,Jolanda Rossini,Jolanda Rossini,1,Performer,257,7,0.265239,0.278697,0,0.003601
946p,Jolanda Torriani,Jolanda Torriani,1,Performer,179,7,0.296865,0.316046,3.423944,0.026412
947p,Jole Silvani,Jole Silvani,21,Performer,61,8,0.20882,0.216634,0,0.001859
948p,Jole Vona,Jole Vona,8,Performer,227,2,0.833333,0.9,0,0.001127
949p,Jon Vickers,Jon Vickers,5,Performer,179,7,0.30363,0.331742,0,0.029536
950p,Jon Voicu,Jon Voicu,2,Performer,179,7,0.31955,0.356464,0,0.059572
951p,Jos�,Jos�,1,Performer,211,1,1,1,0,0.000222
952p,Jos� Iturbi,Jos� Iturbi,1,Performer,179,7,0.318864,0.348737,0,0.054921
953p,Jose Kahan,Jose Kahan,1,Performer,179,8,0.312318,0.346716,0,0.051587
954p,Jos� Mascolo,Jos� Mascolo,1,Performer,92,8,0.227884,0.238597,0,0.002729
955p,Jos� Padilla,Jos� Padilla,3,Performer,68,7,0.276672,0.289058,0,0.00522
956p,Jos� Rodriguez Farr�,Jos� Rodriguez Farr�,3,Performer,179,7,0.325856,0.361703,117.01175,0.084928
957p,Josef Greindl,Josef Greindl,4,Performer,179,7,0.297918,0.326826,0,0.028318
958p,Joseph Eger,Joseph Eger,1,Performer,179,7,0.313687,0.341879,0,0.046358
959p,Joseph Sopher,Joseph Sopher,1,Performer,179,8,0.299628,0.326401,0,0.03236
960p,Joseph Suk,Joseph Suk,1,Performer,179,8,0.299349,0.325814,0,0.025699
961p,Josephine Baker,Josephine Baker,31,Performer,247,8,0.216884,0.22796,488.85437,0.003052
962p,Judith Ellwig,Judith Ellwig,5,Performer,179,7,0.298471,0.327223,0,0.026278
963p,Judith Winter,Judith Winter,1,Performer,179,7,0.315532,0.345417,0,0.056041
964p,Jula De Palma,Jula De Palma,1,Performer,92,7,0.248074,0.259898,0,0.005184
965p,Julie Andr�,Julie Andr�,3,Performer,120,0,0,0,0,0
966p,Juliette Greco,Juliette Greco,20,Performer,103,1,1,1,0,0.000474
967p,Julius Katchen,Julius Katchen,1,Performer,179,7,0.307203,0.33653,0,0.040383
968p,June Richmond,June Richmond,11,Performer,104,2,0.625,0.7,0,0.000532
969p,Kaebi Laretei,Kaebi Laretei,3,Performer,179,8,0.324433,0.363737,3121.800492,0.077988
970p,Kammerchor di Vienna,Kammerchor di Vienna,2,Performer,179,7,0.310911,0.345761,0,0.036794
971p,Kammerorchester Wilhehm Stross,Kammerorchester Wilhehm Stross,1,Performer,121,0,0,0,0,0
972p,Karel Ancerl,Karel Ancerl,2,Performer,179,7,0.295775,0.319616,0,0.025713
973p,Karl Boehm,Karl Boehm,10,Performer,179,7,0.299303,0.329466,24.503563,0.03351
974p,Karl Engel,Karl Engel,1,Performer,117,2,0.666667,0.75,0,0.000236
975p,Karl Harrington,Karl Harrington,1,Performer,122,0,0,0,0,0
976p,Karl Randolf,Karl Randolf,1,Performer,179,7,0.312066,0.336556,0,0.041686
977p,Karl Ristenpart,Karl Ristenpart,1,Performer,179,7,0.310661,0.33967,0,0.04537
978p,Kate Geier,Kate Geier,1,Performer,92,7,0.256949,0.267858,0,0.003531
979p,Kathleen Kay,Kathleen Kay,1,Performer,123,0,0,0,0,0
980p,Kenneth Rondett,Kenneth Rondett,3,Performer,179,7,0.332244,0.365136,280.840946,0.077362
981p,Kenny Clarke,Kenny Clarke,1,Performer,273,8,0.221382,0.231111,0,0.001703
982p,Kenny Drew,Kenny Drew,3,Performer,271,1,1,1,0,0.001437
983p,Kiki Bernasconi,Kiki Bernasconi,1,Performer,179,7,0.314709,0.344889,0,0.062338
984p,Kiril Kondrascin,Kiril Kondrascin,3,Performer,179,7,0.323781,0.36172,65.617689,0.065369
985p,Kurt Bauer,Kurt Bauer,1,Performer,179,8,0.303678,0.332293,0,0.034403
986p,Kurt Prestel,Kurt Prestel,2,Performer,179,7,0.317606,0.352015,21.881794,0.053946
987p,Kurt Schmitt,Kurt Schmitt,1,Performer,179,7,0.310262,0.340688,0,0.04666
988p,Kurt Wolfgang Senn,Kurt Wolfgang Senn,1,Performer,179,8,0.309367,0.341532,0.25,0.040947
989p,La nouvelle com�die et l'orchestre du Brabant,La nouvelle com�die et l'orchestre du Brabant,2,Performer,179,7,0.287886,0.30709,0,0.011885
990p,Ladislav Slovak,Ladislav Slovak,1,Performer,179,8,0.299349,0.325814,0,0.025699
991p,Lado,Lado,1,Performer,124,0,0,0,0,0
992p,Larry Ritchie,Larry Ritchie,3,Performer,271,1,1,1,0,0.001437
993p,Lars Gullin,Lars Gullin,4,Performer,92,7,0.283825,0.298116,2261.996402,0.006267
994p,Laszlo Somogyi,Laszlo Somogyi,5,Performer,179,7,0.343345,0.387315,88.490043,0.121684
995p,Laura Ambroso,Laura Ambroso,6,Performer,273,7,0.259852,0.270562,0,0.003368
996p,Laura Betti,Laura Betti,33,Performer,68,6,0.312419,0.327372,563.769139,0.015673
998p,Laura Londi,Laura Londi,2,Performer,179,7,0.323564,0.356366,66.987823,0.066138
999p,Laura Zanini,Laura Zanini,1,Performer,179,8,0.312672,0.347251,0,0.062419
1000p,Lauretta Masiero,Lauretta Masiero,53,Performer,68,7,0.291139,0.30933,5860.465243,0.011632
1001p,Le ballet de Pierre Franck,Le ballet de Pierre Franck,10,Performer,92,8,0.211656,0.220956,0,0.001672
1002p,Lea Cartaino Silvestri,Lea Cartaino Silvestri,1,Performer,179,8,0.311613,0.345,0.559132,0.052519
1003p,Leda Devi,Leda Devi,1,Performer,92,7,0.269606,0.284477,6.205448,0.007327
1004p,Lee Barbieri Gato,Lee Barbieri Gato,1,Performer,92,8,0.208347,0.215902,0,0.001672
1005p,Lee Schaenen,Lee Schaenen,1,Performer,179,7,0.317659,0.349597,0,0.058117
1006p,Leny Escudero,Leny Escudero,12,Performer,125,1,1,1,0,0.000474
1007p,Leonard Bernstein,Leonard Bernstein,4,Performer,179,7,0.331902,0.364876,133.432973,0.073638
1008p,Leonardo Leonardi,Leonardo Leonardi,1,Performer,179,7,0.296455,0.322917,0,0.034323
1009p,Leonardo Monreale,Leonardo Monreale,5,Performer,179,7,0.288703,0.310124,0,0.016078
1010p,Leonello Bionda,Leonello Bionda,3,Performer,92,7,0.253577,0.263135,0,0.002906
1011p,Leonid Kogan,Leonid Kogan,3,Performer,179,7,0.334951,0.369919,41.476924,0.089563
1012p,Leontyne Price,Leontyne Price,1,Performer,179,7,0.303249,0.321963,0,0.01763
1013p,Les Freres Jacques,Les Freres Jacques,10,Performer,208,1,1,1,0,0.000222
1014p,Les McCann,Les McCann,1,Performer,126,3,0.517241,0.622222,0,0.001553
1015p,Lia Ferri,Lia Ferri,2,Performer,92,8,0.211355,0.2218,2138.041854,0.002142
1016p,Lia Scutari,Lia Scutari,1,Performer,92,8,0.220071,0.230949,0,0.002073
1017p,Liana Ferretto,Liana Ferretto,17,Performer,64,8,0.212541,0.221088,6094.098914,0.002381
1018p,Libero Para,Libero Para,1,Performer,179,7,0.304108,0.332384,23.284495,0.036922
1019p,Licia Lombardi,Licia Lombardi,21,Performer,273,7,0.258531,0.268035,0,0.001834
1020p,Lidia Colecchia,Lidia Colecchia,1,Performer,179,8,0.298148,0.324106,49.937506,0.027011
1021p,Liisa Karhilo,Liisa Karhilo,1,Performer,127,0,0,0,0,0
1022p,Lili Kraus,Lili Kraus,1,Performer,179,7,0.303917,0.333399,0,0.038333
1023p,Lilian Terry,Lilian Terry,1,Performer,92,7,0.247027,0.256013,0,0.001897
1024p,Liliana Cosi,Liliana Cosi,1,Performer,128,1,1,1,0.2,0.001802
1025p,Liliana Laghi,Liliana Laghi,1,Performer,129,1,1,1,0,0.000474
1026p,Liliana Zoboli,Liliana Zoboli,20,Performer,287,7,0.246996,0.257967,0,0.002319
1027p,Lillo Angeli,Lillo Angeli,1,Performer,201,2,0.75,0.833333,0,0.00111
1028p,Lina Volonghi,Lina Volonghi,42,Performer,68,7,0.277427,0.290516,0,0.005116
1029p,Lino Patruno,Lino Patruno,1,Performer,92,8,0.208933,0.216963,0,0.00146
1030p,Lino Puglisi,Lino Puglisi,3,Performer,179,7,0.300093,0.330199,0,0.035161
1031p,Lino Robi,Lino Robi,22,Performer,61,8,0.214167,0.224716,1629.174221,0.003099
1032p,Lino Troisi,Lino Troisi,39,Performer,61,7,0.261647,0.274211,44.461766,0.004617
1033p,Lino Verde,Lino Verde,1,Performer,92,8,0.213693,0.225152,9.958054,0.002814
1034p,Lionel Hampton,Lionel Hampton,9,Performer,130,0,0,0,0,0
1035p,Lisa Della Casa,Lisa Della Casa,5,Performer,179,7,0.308134,0.337367,0,0.035415
1036p,Lisetta Bonomi,Lisetta Bonomi,3,Performer,51,8,0.259643,0.275819,1931,0.005264
1037p,Little Tony,Little Tony,7,Performer,92,8,0.21016,0.219701,0,0.001526
1038p,Lodovico Lessona,Lodovico Lessona,1,Performer,179,7,0.321144,0.356421,0,0.061563
1039p,Lola Gracy,Lola Gracy,4,Performer,92,8,0.197485,0.20603,0,0.001392
1040p,Lolle Sattin,Lolle Sattin,3,Performer,92,8,0.232156,0.240996,0,0.002345
1041p,London Mozart Players,London Mozart Players,1,Performer,131,0,0,0,0,0
1042p,Loola Sansing,Loola Sansing,1,Performer,132,0,0,0,0,0
1043p,Loredana d'Annibale,Loredana d'Annibale,1,Performer,179,8,0.295142,0.322781,0,0.023624
1044p,Loredana Franceschini,Loredana Franceschini,1,Performer,179,7,0.306959,0.337295,0,0.043607
1045p,Lorenzo Sabatucci,Lorenzo Sabatucci,2,Performer,14,8,0.262179,0.280181,0,0.005637
1046p,Loriana Bassini,Loriana Bassini,1,Performer,133,0,0,0,0,0
1047p,Lorin Maazel,Lorin Maazel,8,Performer,179,7,0.329243,0.368,2015.179047,0.094821
1048p,Los Incas,Los Incas,8,Performer,61,9,0.173149,0.177683,0,0.000587
1049p,Lothar Faber,Lothar Faber,1,Performer,179,7,0.29326,0.312097,0,0.01781
1050p,Lou Levy,Lou Levy,1,Performer,264,5,0.35,0.477381,0.2,0.001961
1051p,Louis Armstrong,Louis Armstrong,3,Performer,134,0,0,0,0,0
1052p,Louis Backx,Louis Backx,1,Performer,179,7,0.32243,0.354517,5.305282,0.067996
1053p,Louis De Froment,Louis De Froment,1,Performer,179,8,0.274004,0.295048,168.869506,0.011298
1054p,Lovro von Matacic,Lovro von Matacic,11,Performer,179,7,0.331503,0.365231,25.395546,0.077903
1055p,Lucia Valeri,Lucia Valeri,4,Performer,135,1,1,1,0,0.000474
1056p,Luciana Pastore,Luciana Pastore,1,Performer,128,1,1,1,0.2,0.001802
1057p,Luciana Pio Fumagalli,Luciana Pio Fumagalli,1,Performer,179,7,0.313636,0.344092,0,0.056475
1058p,Luciana Piovesan,Luciana Piovesan,1,Performer,179,7,0.302869,0.326972,0,0.03998
1059p,Luciana Savignano,Luciana Savignano,1,Performer,128,1,1,1,0.2,0.001802
1060p,Luciana Ticinelli Fattori,Luciana Ticinelli Fattori,11,Performer,51,7,0.317346,0.354607,2226.689415,0.108282
1061p,Luciano Alberici,Luciano Alberici,30,Performer,68,7,0.270968,0.285025,2024.107719,0.006135
1062p,Luciano Bertolini,Luciano Bertolini,1,Performer,179,8,0.303059,0.330757,0,0.030128
1063p,Luciano Giarbella,Luciano Giarbella,1,Performer,179,7,0.312824,0.345784,0,0.05302
1064p,Luciano Glori,Luciano Glori,4,Performer,135,1,1,1,0,0.000474
1065p,Luciano Rosada,Luciano Rosada,15,Performer,179,7,0.375291,0.418785,7366.959136,0.228596
1066p,Luciano Sangiorgi,Luciano Sangiorgi,1,Performer,136,0,0,0,0,0
1067p,Luciano Tajoli,Luciano Tajoli,28,Performer,92,7,0.268333,0.289153,13384.702669,0.015542
1068p,Lucio Carano,Lucio Carano,3,Performer,61,9,0.176036,0.181846,1931,0.000568
1069p,Lucio Flauto,Lucio Flauto,218,Performer,257,8,0.243663,0.258757,14919.381189,0.006254
1070p,Lucy Briata,Lucy Briata,1,Performer,92,7,0.243663,0.257455,1.533608,0.007396
1071p,Lucy Pistoja,Lucy Pistoja,1,Performer,164,1,1,1,0,0.000222
1072p,Ludwig Hoffmann,Ludwig Hoffmann,1,Performer,179,7,0.303917,0.331095,0,0.034811
1073p,Luigi Alva,Luigi Alva,10,Performer,179,7,0.308232,0.337712,0.677778,0.036619
1074p,Luigi Benedetti,Luigi Benedetti,5,Performer,179,7,0.3143,0.347576,450.726579,0.073063
1075p,Luigi Castellazzi,Luigi Castellazzi,1,Performer,51,8,0.280529,0.300176,0,0.016408
1076p,Luigi Chiapparra,Luigi Chiapparra,1,Performer,179,8,0.294019,0.320647,0,0.027324
1077p,Luigi Colonna,Luigi Colonna,1,Performer,179,7,0.307496,0.334159,1.563925,0.035755
1078p,Luigi Ferdinando Tagliavini,Luigi Ferdinando Tagliavini,1,Performer,179,8,0.293796,0.322355,0,0.026654
1079p,Luigi Ferrari Trecate,Luigi Ferrari Trecate,1,Performer,179,8,0.297139,0.326565,11.516996,0.028623
1080p,Luigi Ottolini,Luigi Ottolini,2,Performer,179,7,0.313433,0.346132,0,0.044753
1081p,Luigi Wood,Luigi Wood,2,Performer,3,8,0.292772,0.319327,0.142857,0.021732
1082p,Luis Albert,Luis Albert,16,Performer,92,8,0.224703,0.232236,0,0.001415
1083p,Luis Morondo,Luis Morondo,1,Performer,50,5,0.37037,0.573333,2.333333,0.001061
1084p,Luisa Conte,Luisa Conte,22,Performer,144,8,0.217006,0.227743,0.166667,0.002411
1085p,Luisa Mandelli,Luisa Mandelli,1,Performer,282,9,0.202304,0.211057,0,0.000871
1086p,Luisella Fortini,Luisella Fortini,1,Performer,137,0,0,0,0,0
1087p,Lya De Barberis,Lya De Barberis,1,Performer,179,8,0.292461,0.317515,0,0.016972
1088p,Lydia Conter,Lydia Conter,2,Performer,179,8,0.294064,0.319301,0,0.03009
1089p,Lydia Costanzo,Lydia Costanzo,3,Performer,183,1,1,1,0,0.000222
1090p,Lydia Emmolo,Lydia Emmolo,1,Performer,138,0,0,0,0,0
1091p,Lydia Marimpietri,Lydia Marimpietri,1,Performer,179,8,0.30406,0.332896,0,0.040957
1092p,Maddalena Bonifaccio,Maddalena Bonifaccio,2,Performer,179,7,0.3,0.329708,47.582284,0.029224
1093p,Mafalda Francesi,Mafalda Francesi,1,Performer,92,8,0.222606,0.236113,0,0.004165
1094p,Mafalda Micheluzzi,Mafalda Micheluzzi,2,Performer,14,8,0.262179,0.280181,0,0.005637
1095p,Magda Laszlo,Magda Laszlo,3,Performer,179,7,0.312874,0.343915,95.972857,0.065132
1096p,Malcom Frager,Malcom Frager,1,Performer,179,7,0.323077,0.358105,0,0.071237
1097p,Manrico Lotti,Manrico Lotti,2,Performer,139,1,1,1,0,0.000222
1098p,Manuel Rosenthal,Manuel Rosenthal,2,Performer,179,7,0.31548,0.347326,42.453983,0.060094
1099p,Manuela Bianchi Porro,Manuela Bianchi Porro,4,Performer,179,8,0.276197,0.299247,0,0.012117
1100p,Mara Mays,Mara Mays,1,Performer,246,2,0.777778,0.857143,0,0.00147
1101p,Marcella Crudeli,Marcella Crudeli,2,Performer,179,7,0.338828,0.374496,42.746393,0.114761
1102p,Marcella De Osma,Marcella De Osma,14,Performer,51,7,0.31328,0.344735,481.760093,0.051297
1103p,Marcella Ruffini,Marcella Ruffini,1,Performer,166,1,1,1,0,0.000474
1104p,Marcello Abbado,Marcello Abbado,7,Performer,179,7,0.327458,0.368112,30.536594,0.105247
1105p,Marco Ratti,Marco Ratti,2,Performer,92,8,0.2291,0.241496,595.464133,0.004304
1107p,Marco Tulli,Marco Tulli,1,Performer,273,7,0.270361,0.283084,0.166667,0.004618
1108p,Marek Jablonski,Marek Jablonski,1,Performer,179,8,0.278547,0.299201,0,0.010054
1109p,Maresa Horn,Maresa Horn,3,Performer,140,1,1,1,0,0.000222
1110p,Marga Hoffgen,Marga Hoffgen,1,Performer,179,7,0.313942,0.340867,0,0.039578
1111p,Margherita Benetti,Margherita Benetti,3,Performer,14,7,0.273732,0.292009,0,0.007278
1112p,Margherita Ceradini,Margherita Ceradini,2,Performer,179,7,0.334661,0.370833,117.61836,0.09306
1113p,Margherita Roberti,Margherita Roberti,5,Performer,179,7,0.301781,0.332227,24.914524,0.037796
1114p,Margret Graham,Margret Graham,2,Performer,3,8,0.292727,0.319068,0,0.021089
1115p,Maria Antonietta Pirronti,Maria Antonietta Pirronti,1,Performer,179,7,0.288229,0.309641,0,0.025079
1116p,Maria Callas,Maria Callas,11,Performer,179,7,0.304972,0.334632,36.778938,0.039643
1117p,Maria Del Fante,Maria Del Fante,5,Performer,179,6,0.310961,0.328131,0,0.02059
1118p,Maria Grazia Allegri,Maria Grazia Allegri,1,Performer,179,7,0.293171,0.316736,0,0.022864
1119p,Maria Grazia Lazzari,Maria Grazia Lazzari,66,Performer,257,9,0.199299,0.208584,0,0.001538
1120p,Maria Italia Biagi,Maria Italia Biagi,2,Performer,273,8,0.207096,0.213528,379.944589,0.001149
1121p,Maria Manni Jottini,Maria Manni Jottini,1,Performer,179,7,0.305406,0.331406,0,0.033416
1122p,Maria Monti,Maria Monti,36,Performer,92,6,0.300935,0.318202,13510.561975,0.01474
1123p,Maria Pilar,Maria Pilar,24,Performer,61,9,0.182989,0.190312,0,0.001348
1124p,Maria Randi,Maria Randi,1,Performer,201,2,0.75,0.833333,0,0.00111
1125p,Maria Rosa Prati,Maria Rosa Prati,5,Performer,141,0,0,0,0,0
1126p,Maria Selmi Dongellini,Maria Selmi Dongellini,1,Performer,179,8,0.284662,0.307646,0,0.020642
1127p,Maria Teresa Vianello,Maria Teresa Vianello,27,Performer,290,9,0.186397,0.194992,0,0.001013
1128p,Maria Terese Cahn,Maria Terese Cahn,1,Performer,179,7,0.309665,0.33775,0,0.043327
1129p,Maria Tipo,Maria Tipo,3,Performer,179,7,0.330539,0.362819,53.794499,0.06709
1130p,Mariangela Granata,Mariangela Granata,2,Performer,179,8,0.307594,0.334234,0,0.05142
1131p,Mariano Stabile,Mariano Stabile,8,Performer,179,7,0.305213,0.333529,0,0.034479
1132p,Marie Claire Alain,Marie Claire Alain,1,Performer,179,8,0.293216,0.321406,0,0.024193
